Co,Al,Ta,Ti,Ni,Cr,V,Mo,Tage,tage,Ttest,Vol,YS
53.11,9.38,0,1.56,25,3.13,0,3.13,900,200,700,73.11548,536.8
53.11,9.38,0,1.56,25,3.13,0,3.13,900,200,800,73.11548,422.7
53.11,9.38,0,1.56,25,3.13,0,3.13,900,200,870,73.11548,446
53.11,9.38,0,1.56,25,3.13,0,3.13,900,200,900,73.11548,352.8
53.11,9.38,1.56,1.56,25,3.13,0,3.13,900,200,25,77.562836,535.6
53.11,9.38,1.56,1.56,25,3.13,0,3.13,900,200,700,77.562836,512.3
53.11,9.38,1.56,1.56,25,3.13,0,3.13,900,200,800,77.562836,412.9
53.11,9.38,1.56,1.56,25,3.13,0,3.13,900,200,870,77.562836,442
53.11,9.38,1.56,1.56,25,3.13,0,3.13,900,200,900,77.562836,360
55,3,2,10,30,0,0,0,750,48,20,76.13551,1488.7
55,3,2,10,30,0,0,0,750,48,500,76.13551,1269.1
55,3,2,10,30,0,0,0,750,48,600,76.13551,1321.6
55,3,2,10,30,0,0,0,750,48,700,76.13551,1235.1
55,3,2,10,30,0,0,0,750,48,800,76.13551,959.8
55,3,2,10,30,0,0,0,750,48,900,76.13551,666
41,8,3,2,32,12,0,0.5,800,16,22,51.98229,914.9
41,8,3,2,32,12,0,0.5,800,16,600,51.98229,776.6
41,8,3,2,32,12,0,0.5,800,16,700,51.98229,904.3
41,8,3,2,32,12,0,0.5,800,16,800,51.98229,891.5
41,8,3,2,32,12,0,0.5,800,16,900,51.98229,702.1
41,8,3,2,32,12,0,0.5,800,16,950,51.98229,519.1
56,10,2,2,30,0,0,0,900,50,27,54.981247,1057.6
56,10,2,2,30,0,0,0,900,50,570,54.981247,918.6
56,10,2,2,30,0,0,0,900,50,670,54.981247,888.1
56,10,2,2,30,0,0,0,900,50,770,54.981247,1037.3
56,10,2,2,30,0,0,0,900,50,870,54.981247,593.2
54,10,2,4,30,0,0,0,900,50,25,75.87811,1006.8
54,10,2,4,30,0,0,0,900,50,570,75.87811,1037.3
54,10,2,4,30,0,0,0,900,50,670,75.87811,827.1
54,10,2,4,30,0,0,0,900,50,770,75.87811,830.5
54,10,2,4,30,0,0,0,900,50,870,75.87811,647.5
46,11,1,4,30,6,0,0,950,48,25,71.401474,613.5
46,11,1,4,30,6,0,0,950,48,600,71.401474,719.1
46,11,1,4,30,6,0,0,950,48,800,71.401474,701.3
47,9,1,4,27,8,0,0,950,48,27,74.193184,662.8
47,9,1,4,27,8,0,0,950,48,600,74.193184,797
47,9,1,4,27,8,0,0,950,48,800,74.193184,724
44,9,1,4,30,9,0,0,950,48,27,64.63051,621.4
44,9,1,4,30,9,0,0,950,48,600,64.63051,766.4
44,9,1,4,30,9,0,0,950,48,800,64.63051,731.9
50,11,1,4,25,5,0,0,950,48,27,86.92524,559.3
50,11,1,4,25,5,0,0,950,48,600,86.92524,708.2
50,11,1,4,25,5,0,0,950,48,800,86.92524,689.5
